date;s1_o3;s2_o3;s3_o3;s4_o3;s_temp;s_rh;location 
19/05/2017 13:00;425.3777;116.222;461.5223;301.3753;24.33;35.23;MANLLEU
19/05/2017 13:30;477.602;120.4847;487.1513;316.65;25.5;32.13;MANLLEU
19/05/2017 14:00;497.0157;121.9627;468.4657;330.266;26.07;31.77;MANLLEU
19/05/2017 14:30;493.107;120.1383;440.2163;329.066;25.9;31.77;MANLLEU
19/05/2017 15:00;517.9557;125.5577;495.961;341.804;25.07;32.27;MANLLEU
19/05/2017 15:30;532.9213;127.7477;482.1937;357.3923;24.17;32.63;MANLLEU
19/05/2017 16:00;547.303;126.3757;481.2303;345.0047;26.03;31.67;MANLLEU
19/05/2017 16:30;486.4487;131.164;479.701;351.778;22.9;33.4;MANLLEU
19/05/2017 17:00;223.2753;114.459;394.6823;276.8993;20.17;39.8;MANLLEU
19/05/2017 17:30;173.6113;118.7117;403.0313;269.1747;18.27;46.9;MANLLEU
19/05/2017 18:00;147.925;115.6643;360.4253;243.3557;17.6;49.3;MANLLEU
19/05/2017 18:30;183.025;119.181;404.5053;266.5893;16.73;50.97;MANLLEU
19/05/2017 19:00;177.2837;129.6053;438.3667;280.666;15.67;54.37;MANLLEU
19/05/2017 19:30;161.3003;126.7543;391.117;250.714;15.0;56.13;MANLLEU
19/05/2017 20:00;224.0943;127.639;456.1647;284.4527;15.0;56.93;MANLLEU
19/05/2017 20:30;317.8967;141.1373;523.7767;317.424;14.47;63.17;MANLLEU
19/05/2017 21:00;341.6707;146.184;540.093;327.2383;14.0;69.03;MANLLEU
19/05/2017 21:30;350.1993;147.627;546.6193;325.9517;14.0;70.0;MANLLEU
19/05/2017 22:00;352.3107;149.1867;548.2693;325.458;13.93;70.0;MANLLEU
19/05/2017 22:30;360.2973;138.9033;523.7767;317.3357;13.0;70.4;MANLLEU
19/05/2017 23:00;373.938;126.093;468.383;305.1897;13.77;71.73;MANLLEU
19/05/2017 23:30;312.4247;123.476;445.444;277.993;13.63;72.2;MANLLEU
20/05/2017 00:00;293.5683;135.6303;483.653;295.2687;13.57;71.6;MANLLEU
20/05/2017 00:30;339.37;148.5123;534.5267;322.5743;13.0;70.13;MANLLEU
20/05/2017 01:00;372.036;151.1527;560.872;330.3983;13.0;70.0;MANLLEU
20/05/2017 01:30;459.8695;148.2579;592.3479;358.4021;13.0;69.79;MANLLEU
20/05/2017 02:00;512.285;149.9737;609.01;364.8623;13.0;69.0;MANLLEU
20/05/2017 02:30;413.7897;154.4817;554.316;330.0777;13.0;69.0;MANLLEU
20/05/2017 03:00;335.5353;137.324;398.8973;250.2617;12.3;70.37;MANLLEU
20/05/2017 03:30;234.2953;118.4507;272.9323;189.568;11.63;72.5;MANLLEU
20/05/2017 04:00;181.646;104.365;217.637;149.6043;11.0;73.83;MANLLEU
20/05/2017 04:30;118.135;88.826;116.896;92.8997;11.0;76.6;MANLLEU
20/05/2017 05:00;94.566;79.2797;99.265;77.2427;11.0;78.03;MANLLEU
20/05/2017 05:30;96.9313;76.0733;102.8227;76.7127;11.0;78.57;MANLLEU
20/05/2017 06:00;93.7653;71.972;88.867;70.2897;11.2;77.23;MANLLEU
20/05/2017 06:30;69.3783;66.3857;77.535;59.0537;12.47;74.93;MANLLEU
20/05/2017 07:00;75.7677;67.713;125.3887;81.836;14.63;70.6;MANLLEU
20/05/2017 07:30;145.6093;78.1547;270.922;169.0837;16.03;66.6;MANLLEU
20/05/2017 08:00;252.829;92.0143;443.076;272.0187;17.23;58.6;MANLLEU
20/05/2017 08:30;225.6837;100.4093;424.8753;279.745;18.8;53.13;MANLLEU
20/05/2017 09:00;261.2083;104.9507;441.4537;286.7247;18.93;51.03;MANLLEU
20/05/2017 09:30;262.176;107.5783;445.3023;288.4463;20.43;46.67;MANLLEU
20/05/2017 10:00;239.0517;109.42;463.812;285.6513;21.6;44.0;MANLLEU
20/05/2017 10:30;329.8607;115.3637;467.7907;305.321;21.83;41.4;MANLLEU
20/05/2017 11:00;335.726;125.3607;518.6267;301.5677;23.4;38.07;MANLLEU
20/05/2017 11:30;438.6857;129.9853;483.041;337.4483;23.13;35.03;MANLLEU
20/05/2017 12:00;493.222;133.3793;401.8853;347.9483;23.6;34.1;MANLLEU
20/05/2017 12:30;496.2127;137.7173;507.2493;324.5163;24.57;32.67;MANLLEU
20/05/2017 13:00;474.7773;135.2007;492.4183;327.877;25.8;31.87;MANLLEU
20/05/2017 13:30;437.6038;125.1024;477.5828;313.42;28.38;30.38;MANLLEU
20/05/2017 14:00;367.8157;120.2233;467.9437;267.2107;30.1;28.23;MANLLEU
20/05/2017 14:30;394.3383;126.8683;501.1123;341.2443;26.33;28.97;MANLLEU
20/05/2017 15:00;456.6473;130.6063;575.6017;352.771;26.1;30.0;MANLLEU
20/05/2017 15:30;437.45;131.5293;564.107;334.891;24.47;32.47;MANLLEU
20/05/2017 16:00;223.306;111.7683;445.5947;291.0403;25.8;34.1;MANLLEU
20/05/2017 16:30;189.884;116.907;477.011;316.1527;23.97;35.67;MANLLEU
20/05/2017 17:00;194.0737;117.7623;475.625;312.4927;21.1;42.83;MANLLEU
20/05/2017 17:30;201.91;125.028;501.1393;322.0813;20.23;45.73;MANLLEU
20/05/2017 18:00;219.1577;127.502;492.5447;310.5647;19.43;47.83;MANLLEU
20/05/2017 18:30;257.1017;134.6537;514.296;313.333;18.0;50.73;MANLLEU
20/05/2017 19:00;328.6663;139.3467;521.4117;327.7073;17.03;53.93;MANLLEU
20/05/2017 19:30;354.185;143.4503;535.102;334.197;16.23;59.6;MANLLEU
20/05/2017 20:00;332.906;141.0643;534.6473;325.982;16.0;56.17;MANLLEU
20/05/2017 20:30;326.2317;142.0867;561.872;342.1197;16.0;55.6;MANLLEU
20/05/2017 21:00;352.2017;149.8573;590.6513;355.5443;15.97;54.43;MANLLEU
20/05/2017 21:30;403.0777;157.9563;602.9457;365.8617;15.0;55.0;MANLLEU
20/05/2017 22:00;368.2023;144.868;516.8583;327.0623;14.27;56.57;MANLLEU
20/05/2017 22:30;232.7907;124.8193;359.3743;235.1323;13.47;63.43;MANLLEU
20/05/2017 23:00;187.62;116.581;302.8863;205.2327;13.0;71.0;MANLLEU
20/05/2017 23:30;131.1547;101.9227;226.5533;154.483;12.2;74.23;MANLLEU
21/05/2017 00:00;136.7673;98.4697;212.6397;156.8877;12.0;76.63;MANLLEU
21/05/2017 00:30;102.1403;88.4017;157.4983;114.697;11.13;77.8;MANLLEU
21/05/2017 01:00;101.375;84.1327;130.5153;95.1493;11.0;77.8;MANLLEU
21/05/2017 01:30;51.36;66.9506;56.1076;45.0624;11.0;78.82;MANLLEU
21/05/2017 02:00;54.05;64.0137;59.6467;49.344;10.37;79.57;MANLLEU
21/05/2017 02:30;54.8537;60.8267;50.2833;44.8093;10.47;81.2;MANLLEU
21/05/2017 03:00;54.849;60.472;52.8013;45.1203;10.0;83.9;MANLLEU
21/05/2017 03:30;54.187;58.0803;46.0363;40.7317;10.0;85.6;MANLLEU
21/05/2017 04:00;50.948;57.1237;49.239;41.752;9.23;88.0;MANLLEU
21/05/2017 04:30;53.818;57.331;46.6453;41.2003;9.07;87.93;MANLLEU
21/05/2017 05:00;46.2467;53.5757;40.1023;36.2463;9.97;85.37;MANLLEU
21/05/2017 05:30;50.6253;53.069;47.033;41.015;10.73;83.9;MANLLEU
21/05/2017 06:00;65.222;55.208;53.9897;46.8933;10.97;82.37;MANLLEU
21/05/2017 06:30;65.7243;56.8317;67.177;51.8967;11.97;81.07;MANLLEU
21/05/2017 07:00;71.3357;59.8313;79.081;59.2853;12.97;76.67;MANLLEU
21/05/2017 08:00;69.6793;59.9155;92.8828;67.0183;15.31;70.83;MANLLEU
21/05/2017 08:30;63.7813;61.165;114.1327;80.0113;16.93;66.83;MANLLEU
21/05/2017 09:00;75.1653;62.8443;158.12;111.5727;19.47;61.87;MANLLEU
21/05/2017 09:30;115.4833;77.2647;330.7957;219.1043;22.37;49.63;MANLLEU
21/05/2017 10:00;199.1017;85.0497;439.471;266.5163;23.8;46.63;MANLLEU
21/05/2017 10:30;203.302;85.9027;401.6377;243.4157;24.77;45.5;MANLLEU
21/05/2017 11:00;182.094;92.268;420.3227;240.0217;26.37;42.23;MANLLEU
21/05/2017 11:30;212.6523;92.0173;449.8783;251.887;26.77;40.13;MANLLEU
21/05/2017 12:00;258.801;93.2563;385.816;259.9137;27.8;33.8;MANLLEU
21/05/2017 12:30;197.4923;96.2187;397.0133;252.4157;29.43;31.17;MANLLEU
21/05/2017 13:00;179.4753;96.4133;419.7433;247.7113;29.9;30.17;MANLLEU
21/05/2017 13:30;273.0347;94.204;359.9983;249.7003;31.07;29.23;MANLLEU
21/05/2017 14:00;244.704;95.9923;387.7313;229.385;33.2;27.67;MANLLEU
21/05/2017 14:30;249.8477;89.6613;393.4937;222.242;33.43;26.67;MANLLEU
21/05/2017 15:00;154.702;95.0627;383.492;177.009;36.4;22.2;MANLLEU
21/05/2017 15:30;151.388;93.6433;372.2307;176.0853;36.23;22.47;MANLLEU
21/05/2017 16:00;176.6137;84.3927;386.6623;178.137;36.5;22.43;MANLLEU
21/05/2017 16:30;240.8267;82.6123;434.426;239.4077;33.6;25.47;MANLLEU
21/05/2017 17:00;305.4927;80.7883;473.1943;319.0353;28.63;31.13;MANLLEU
21/05/2017 17:30;255.4697;81.1253;403.891;304.9543;25.67;39.2;MANLLEU
21/05/2017 18:00;283.4807;91.2907;476.5123;326.1303;24.27;40.33;MANLLEU
21/05/2017 18:30;285.7237;97.1727;465.825;324.2203;22.53;43.43;MANLLEU
21/05/2017 19:00;294.9193;102.805;445.0597;331.046;20.9;46.0;MANLLEU
21/05/2017 19:30;291.8447;102.1633;440.0103;322.4107;20.0;48.0;MANLLEU
21/05/2017 20:00;225.989;95.938;367.9573;272.1437;19.33;49.1;MANLLEU
21/05/2017 20:30;147.2573;90.6637;314.749;214.32;19.0;50.0;MANLLEU
21/05/2017 21:00;101.8253;82.8763;263.2807;175.774;18.77;50.67;MANLLEU
21/05/2017 21:30;121.0367;82.141;294.8797;191.681;18.0;51.97;MANLLEU
21/05/2017 22:00;130.433;80.0997;283.7757;192.0593;18.0;52.1;MANLLEU
21/05/2017 22:30;110.9517;75.0707;219.9133;162.268;18.0;53.87;MANLLEU
21/05/2017 23:00;90.5553;69.7247;159.9153;129.961;18.0;59.6;MANLLEU
21/05/2017 23:30;55.3893;59.4963;97.2387;74.565;17.27;61.43;MANLLEU
22/05/2017 00:00;43.1617;50.1203;71.743;55.358;17.0;62.87;MANLLEU
22/05/2017 00:30;48.274;50.124;85.9343;63.7157;17.0;62.8;MANLLEU
22/05/2017 01:00;45.7677;49.515;72.573;54.9313;16.53;64.0;MANLLEU
22/05/2017 01:30;53.9088;52.1041;85.2176;64.04;15.0;67.47;MANLLEU
22/05/2017 02:00;44.4523;49.6213;65.4307;52.057;15.0;69.83;MANLLEU
22/05/2017 02:30;48.486;48.5773;55.923;48.2643;14.4;71.57;MANLLEU
22/05/2017 03:00;39.9557;46.4277;45.8317;40.1353;13.73;73.23;MANLLEU
22/05/2017 03:30;41.32;47.8937;46.978;40.2077;13.73;71.7;MANLLEU
22/05/2017 04:00;56.3977;51.9777;62.467;52.337;13.0;70.77;MANLLEU
22/05/2017 04:30;46.1357;50.9733;52.6813;45.513;12.93;71.47;MANLLEU
22/05/2017 05:00;41.3893;49.0893;42.613;38.2363;12.23;73.33;MANLLEU
22/05/2017 05:30;33.3453;43.022;31.906;29.7193;13.27;72.9;MANLLEU
22/05/2017 06:00;34.101;40.7387;31.8823;30.2473;14.57;69.17;MANLLEU
22/05/2017 06:30;37.6403;40.6866;34.2003;31.7034;14.0;68.14;MANLLEU
22/05/2017 07:00;32.8327;38.9187;31.2367;29.6967;15.27;67.8;MANLLEU
22/05/2017 07:30;33.6883;38.344;35.153;31.275;18.37;61.67;MANLLEU
22/05/2017 08:00;39.6907;39.6837;55.4753;43.2683;20.63;53.73;MANLLEU
22/05/2017 08:30;64.4393;47.5637;106.3393;77.9647;21.77;47.17;MANLLEU
22/05/2017 09:00;130.356;63.6217;289.2657;183.422;23.7;42.23;MANLLEU
22/05/2017 09:30;167.923;84.0977;425.6123;254.3977;26.0;37.03;MANLLEU
22/05/2017 10:00;206.662;89.6367;439.957;262.8263;26.27;35.13;MANLLEU
22/05/2017 10:30;144.629;96.3253;410.7633;234.1167;28.33;32.33;MANLLEU
22/05/2017 11:00;116.0177;112.174;456.8593;271.721;25.73;33.43;MANLLEU
22/05/2017 11:30;173.3173;100.2943;361.8053;253.3147;24.33;36.6;MANLLEU
22/05/2017 12:00;129.9433;99.8013;378.9347;217.8327;28.9;31.8;MANLLEU
22/05/2017 12:30;166.22;94.8173;396.7463;229.0313;29.5;30.87;MANLLEU
22/05/2017 13:00;228.2817;91.5503;448.1787;241.7613;30.43;30.47;MANLLEU
22/05/2017 13:30;224.671;92.2817;449.0313;241.4583;32.57;28.5;MANLLEU
22/05/2017 14:00;248.4337;88.9527;384.513;249.8493;32.9;28.2;MANLLEU
22/05/2017 14:30;234.58;90.0073;379.0543;250.5167;33.9;27.8;MANLLEU
22/05/2017 15:00;216.1627;90.8387;365.4553;230.6127;35.37;26.27;MANLLEU
22/05/2017 15:30;217.8863;90.3057;405.346;222.708;35.7;26.53;MANLLEU
22/05/2017 16:00;127.6057;88.3403;381.3913;201.3963;36.03;26.9;MANLLEU
22/05/2017 16:30;127.1753;92.117;409.9157;241.2503;32.23;28.7;MANLLEU
22/05/2017 17:00;127.5777;94.535;413.498;261.9613;27.33;33.47;MANLLEU
22/05/2017 17:30;174.7443;103.551;465.3047;291.9067;24.87;38.73;MANLLEU
22/05/2017 18:00;200.179;103.413;461.033;300.0547;23.37;43.2;MANLLEU
22/05/2017 18:30;226.386;93.244;418.0793;293.4957;21.77;45.0;MANLLEU
22/05/2017 19:00;226.2913;86.1237;305.6663;274.1247;21.0;45.17;MANLLEU
22/05/2017 19:30;171.558;86.3217;323.465;239.0313;20.97;47.0;MANLLEU
22/05/2017 20:00;168.3817;105.289;401.1563;251.861;20.07;48.37;MANLLEU
22/05/2017 20:30;271.4117;138.824;533.948;317.2377;20.0;46.13;MANLLEU
22/05/2017 21:00;282.8957;147.5267;539.2777;350.408;18.73;48.63;MANLLEU
22/05/2017 21:30;436.557;151.8293;572.43;356.6963;18.97;48.6;MANLLEU
22/05/2017 22:00;431.5087;166.06;586.5007;337.958;19.0;47.53;MANLLEU
22/05/2017 22:30;237.4113;147.3453;434.7707;271.2003;18.37;48.4;MANLLEU
22/05/2017 23:00;176.2463;129.9757;368.2897;232.1497;17.9;49.63;MANLLEU
22/05/2017 23:30;124.2347;106.717;278.0433;178.6867;17.0;53.57;MANLLEU
23/05/2017 00:00;111.4813;91.8693;249.8247;158.0077;17.0;57.37;MANLLEU
23/05/2017 00:30;180.5797;114.8483;395.8973;237.9233;16.5;54.7;MANLLEU
23/05/2017 01:00;162.648;116.063;375.287;230.913;16.0;60.6;MANLLEU
23/05/2017 01:30;130.3169;110.6025;313.3794;196.8044;15.06;68.06;MANLLEU
23/05/2017 02:00;112.992;108.6283;291.271;180.065;15.0;70.3;MANLLEU
23/05/2017 02:30;101.3743;99.6617;248.8953;155.8117;14.07;74.0;MANLLEU
23/05/2017 03:00;96.777;91.4663;222.9003;138.0987;14.0;74.73;MANLLEU
23/05/2017 03:30;92.7653;85.5853;146.416;97.9827;14.0;73.87;MANLLEU
23/05/2017 04:00;69.446;77.153;103.6733;72.833;13.37;73.1;MANLLEU
23/05/2017 04:30;55.0447;66.9;61.498;49.923;13.07;74.47;MANLLEU
23/05/2017 05:00;39.7227;54.7693;37.929;33.98;13.0;76.8;MANLLEU
23/05/2017 05:30;36.11;47.9017;31.9277;30.3373;13.5;77.4;MANLLEU
23/05/2017 06:00;33.9903;43.0707;30.061;28.435;14.8;73.63;MANLLEU
23/05/2017 06:30;34.245;41.796;33.7743;30.3313;16.1;70.27;MANLLEU
23/05/2017 07:00;36.4603;42.6369;42.2045;36.2597;17.55;67.38;MANLLEU
23/05/2017 07:30;40.7853;42.5983;48.276;40.5877;19.33;63.77;MANLLEU
23/05/2017 08:00;40.9527;42.7043;63.2237;48.7523;21.0;57.43;MANLLEU
23/05/2017 08:30;63.446;50.1607;135.4707;94.9787;22.97;51.53;MANLLEU
23/05/2017 09:00;73.9123;58.04;187.8667;128.258;24.4;48.67;MANLLEU
23/05/2017 09:30;96.9093;66.2103;283.6373;180.4097;26.33;42.8;MANLLEU
23/05/2017 10:00;111.533;72.1313;328.917;197.8943;28.03;37.6;MANLLEU
23/05/2017 10:30;112.938;70.719;305.2797;185.6877;29.33;35.67;MANLLEU
23/05/2017 11:00;176.3377;76.5793;314.6087;213.8673;29.57;32.77;MANLLEU
23/05/2017 11:30;225.1997;86.3327;376.2503;236.9283;30.6;30.37;MANLLEU
23/05/2017 12:00;211.5903;88.419;368.3923;238.5807;31.8;28.97;MANLLEU
23/05/2017 12:30;267.913;84.522;346.8713;241.9643;31.57;28.97;MANLLEU
23/05/2017 13:00;272.4713;86.5693;364.4587;262.437;31.63;29.03;MANLLEU
23/05/2017 13:30;211.1743;91.4703;386.398;257.5197;32.33;28.5;MANLLEU
23/05/2017 14:00;157.2917;98.6187;393.762;259.6233;29.7;30.0;MANLLEU
23/05/2017 14:30;164.2533;104.737;430.8687;274.6783;28.1;30.9;MANLLEU
23/05/2017 15:00;111.0483;98.002;344.1393;231.782;27.47;31.5;MANLLEU
23/05/2017 15:30;91.5747;92.7497;321.6513;199.5907;30.67;30.37;MANLLEU
23/05/2017 16:00;173.681;81.4177;369.4063;254.0297;29.83;30.63;MANLLEU
23/05/2017 16:30;217.104;77.036;386.7707;282.1993;30.1;31.67;MANLLEU
23/05/2017 17:00;219.261;74.7363;382.5517;309.0197;27.9;33.9;MANLLEU
23/05/2017 17:30;214.7507;75.8283;366.4707;318.944;25.8;38.0;MANLLEU
23/05/2017 18:00;221.5793;76.004;362.2663;316.9397;27.07;36.43;MANLLEU
23/05/2017 18:30;207.39;76.565;341.3693;303.23;25.37;38.2;MANLLEU
23/05/2017 19:00;170.0883;80.6437;344.3827;277.8773;23.63;42.17;MANLLEU
23/05/2017 19:30;101.8813;75.7437;319.0663;229.946;22.07;45.2;MANLLEU
23/05/2017 20:00;86.3797;75.458;264.6583;197.7303;21.1;47.47;MANLLEU
23/05/2017 20:30;91.1253;72.1383;250.4203;190.875;21.0;49.4;MANLLEU
23/05/2017 21:00;53.4793;59.8247;121.262;98.9437;20.07;52.6;MANLLEU
23/05/2017 21:30;41.4813;50.224;63.3777;59.551;19.1;65.03;MANLLEU
23/05/2017 22:00;42.486;48.4773;77.716;63.821;18.87;65.77;MANLLEU
23/05/2017 22:30;68.8513;62.694;187.5567;134.3587;18.0;66.7;MANLLEU
23/05/2017 23:00;63.4147;61.1297;142.963;106.646;18.0;68.0;MANLLEU
23/05/2017 23:30;66.0573;67.032;191.595;130.592;17.07;68.57;MANLLEU
24/05/2017 00:00;48.6877;55.9937;65.5593;57.6223;16.53;72.0;MANLLEU
24/05/2017 00:30;41.746;51.3377;63.3397;53.0353;16.0;73.0;MANLLEU
24/05/2017 01:00;38.6097;48.3473;56.8907;42.7653;15.8;72.67;MANLLEU
24/05/2017 01:30;40.8012;50.18;59.4218;45.6124;15.0;74.88;MANLLEU
24/05/2017 02:00;40.4647;49.3;45.664;37.707;15.0;75.7;MANLLEU
24/05/2017 02:30;42.6273;46.2307;44.1723;38.905;14.53;76.13;MANLLEU
24/05/2017 03:00;41.505;47.0013;47.8613;42.9873;14.0;78.8;MANLLEU
24/05/2017 03:30;35.768;43.891;38.2117;35.0777;13.97;79.37;MANLLEU
24/05/2017 04:00;30.1397;39.9973;29.9027;29.0933;13.7;80.87;MANLLEU
24/05/2017 04:30;31.5037;39.6273;29.5887;29.2507;13.0;81.53;MANLLEU
24/05/2017 05:00;28.9403;37.5907;27.1866;27.3462;13.41;83.55;MANLLEU
24/05/2017 05:30;28.4017;36.162;26.3717;26.444;14.4;81.7;MANLLEU
24/05/2017 06:00;30.2307;36.3667;27.795;27.386;15.1;77.23;MANLLEU
24/05/2017 06:30;35.514;38.0303;34.552;31.615;15.97;74.1;MANLLEU
24/05/2017 07:00;30.8507;37.164;36.8417;33.26;17.63;70.9;MANLLEU
24/05/2017 07:30;34.2923;37.817;44.9203;38.541;20.1;66.07;MANLLEU
24/05/2017 08:00;31.559;37.7353;53.826;43.4563;21.9;61.63;MANLLEU
24/05/2017 08:30;42.9463;42.0957;102.042;78.9407;23.87;55.0;MANLLEU
24/05/2017 09:00;43.542;44.833;128.2673;93.5523;25.6;49.97;MANLLEU
24/05/2017 09:30;75.3787;53.9983;237.6353;165.1897;27.67;44.63;MANLLEU
24/05/2017 10:00;122.3557;64.2323;350.4177;234.614;28.67;41.13;MANLLEU
24/05/2017 10:30;184.269;70.53;442.6727;274.5037;29.33;38.5;MANLLEU
24/05/2017 11:00;136.368;78.1523;386.7217;221.8167;31.4;32.83;MANLLEU
24/05/2017 11:30;147.317;85.1577;379.8363;215.3427;32.0;30.03;MANLLEU
24/05/2017 12:00;163.862;88.2197;386.1177;241.195;32.23;29.3;MANLLEU
24/05/2017 12:30;198.8707;83.891;328.8197;246.9703;32.33;28.53;MANLLEU
24/05/2017 13:00;124.0107;83.9887;359.397;203.6347;35.87;26.07;MANLLEU
24/05/2017 13:30;199.3007;86.037;317.4543;219.7203;35.4;25.4;MANLLEU
24/05/2017 14:00;176.6487;87.9447;284.1263;189.024;37.83;21.27;MANLLEU
24/05/2017 14:30;205.1607;78.8337;290.8627;219.1007;37.2;22.0;MANLLEU
24/05/2017 15:00;257.5847;79.599;467.9327;335.262;32.97;26.27;MANLLEU
24/05/2017 15:30;269.7233;88.0767;523.957;383.1383;29.3;30.0;MANLLEU
24/05/2017 16:00;261.8963;88.5897;489.662;353.714;30.0;29.7;MANLLEU
24/05/2017 16:30;249.7237;87.1773;483.414;328.625;30.73;29.33;MANLLEU
24/05/2017 17:00;228.925;85.289;485.926;306.2323;30.87;29.23;MANLLEU
24/05/2017 17:30;217.286;82.6197;467.1593;315.1667;29.53;30.0;MANLLEU
24/05/2017 18:00;221.4417;79.7543;438.506;307.2073;29.87;30.0;MANLLEU
24/05/2017 18:30;202.9063;77.2757;403.5807;293.1973;27.87;30.9;MANLLEU
24/05/2017 19:00;167.7497;73.2153;351.819;262.5937;25.13;32.17;MANLLEU
24/05/2017 19:30;138.727;69.345;292.5887;225.645;23.73;33.73;MANLLEU
24/05/2017 20:00;99.3367;67.722;264.085;185.62;22.33;35.63;MANLLEU
24/05/2017 20:30;79.3097;67.336;249.2117;168.5677;21.63;37.5;MANLLEU
24/05/2017 21:00;72.4773;64.3947;211.283;146.579;21.0;41.27;MANLLEU
24/05/2017 21:30;42.7917;51.7453;101.0313;74.16;19.9;45.87;MANLLEU
24/05/2017 22:00;41.6547;47.919;87.6707;63.3023;19.13;48.47;MANLLEU
24/05/2017 22:30;42.6047;46.5657;74.353;58.792;18.3;51.73;MANLLEU
24/05/2017 23:00;48.419;49.2757;101.5937;72.9953;18.0;54.47;MANLLEU
24/05/2017 23:30;44.0613;49.6733;70.01;56.774;17.33;54.33;MANLLEU
25/05/2017 00:00;36.119;44.1347;51.8603;43.4003;16.03;61.23;MANLLEU
25/05/2017 00:30;34.7117;42.3759;47.7314;39.5607;16.0;63.9;MANLLEU
25/05/2017 01:00;37.2977;41.3453;47.1083;41.2763;15.63;63.43;MANLLEU
25/05/2017 01:30;31.9947;38.2158;34.1837;31.7121;15.0;68.37;MANLLEU
25/05/2017 02:00;35.3323;39.5007;39.4507;36.1907;15.0;70.07;MANLLEU
25/05/2017 02:30;34.4717;40.0437;39.8337;36.1393;14.7;70.1;MANLLEU
25/05/2017 03:00;41.0217;42.5097;44.167;39.3677;14.03;70.63;MANLLEU
25/05/2017 03:30;35.7067;41.662;38.892;35.865;13.97;70.3;MANLLEU
25/05/2017 04:00;30.7123;38.97;30.2193;29.3863;13.0;71.6;MANLLEU
25/05/2017 04:30;26.923;34.8063;24.4117;24.6627;13.0;72.63;MANLLEU
25/05/2017 05:00;28.5977;35.146;26.082;26.4523;13.67;74.9;MANLLEU
25/05/2017 05:30;33.096;36.6893;30.1553;29.4197;14.0;73.43;MANLLEU
25/05/2017 06:00;38.6423;38.5453;36.3167;34.3977;14.97;71.13;MANLLEU
25/05/2017 06:30;34.0557;37.808;35.217;32.829;16.37;69.67;MANLLEU
25/05/2017 07:00;32.3497;37.4763;38.0007;33.9583;18.3;66.13;MANLLEU
25/05/2017 07:30;34.3733;37.36;45.8123;37.69;20.37;60.5;MANLLEU
25/05/2017 08:00;34.3003;38.4923;61.0003;46.3557;22.8;52.6;MANLLEU
25/05/2017 08:30;54.9803;43.9937;127.9603;95.7563;24.2;43.67;MANLLEU
25/05/2017 09:00;56.8413;49.3587;181.3597;122.018;26.67;35.17;MANLLEU
25/05/2017 09:30;93.715;57.703;321.1203;204.854;28.33;33.47;MANLLEU
25/05/2017 10:00;113.8777;63.0627;388.3667;227.7243;29.63;31.8;MANLLEU
25/05/2017 10:30;90.611;69.6697;368.9517;206.1377;31.6;29.3;MANLLEU
25/05/2017 11:00;103.0257;73.1677;364.0023;201.1937;32.43;28.57;MANLLEU
25/05/2017 11:30;120.7269;73.8379;315.4797;206.3524;32.76;28.28;MANLLEU
25/05/2017 12:00;153.6303;71.7213;285.55;228.576;33.1;28.27;MANLLEU
25/05/2017 12:30;125.7677;73.8553;292.756;197.6863;34.07;27.7;MANLLEU
25/05/2017 13:00;131.1813;72.9953;277.1253;166.7097;36.23;24.13;MANLLEU
25/05/2017 13:30;145.7947;71.0123;243.4663;189.321;37.23;21.73;MANLLEU
25/05/2017 14:00;156.65;69.5683;243.9753;186.9957;38.17;20.77;MANLLEU
25/05/2017 14:30;153.2413;67.4037;290.667;173.2397;39.53;20.03;MANLLEU
25/05/2017 15:00;186.5603;73.6737;349.144;278.775;34.5;22.43;MANLLEU
25/05/2017 15:30;237.4153;79.219;468.3393;317.0617;35.87;22.33;MANLLEU
25/05/2017 16:00;262.1027;83.4707;511.9007;341.132;34.6;22.5;MANLLEU
25/05/2017 16:30;248.2037;85.0433;464.669;339.0447;33.43;23.03;MANLLEU
25/05/2017 17:00;237.6583;86.4457;471.2153;327.9353;32.23;23.7;MANLLEU
25/05/2017 17:30;125.028;79.659;414.4197;271.1163;31.93;26.43;MANLLEU
25/05/2017 18:00;139.7337;77.7263;440.345;267.984;32.57;25.77;MANLLEU
25/05/2017 18:30;147.2147;76.359;455.2433;278.6617;30.37;25.83;MANLLEU
25/05/2017 19:00;146.5217;74.2113;465.1353;303.7627;26.83;29.97;MANLLEU
25/05/2017 19:30;154.3517;71.4643;413.9197;300.4543;25.33;32.0;MANLLEU
25/05/2017 20:00;122.4287;70.188;361.8017;256.9153;24.0;33.0;MANLLEU
25/05/2017 20:30;40.3763;53.566;100.263;80.1743;22.7;35.2;MANLLEU
25/05/2017 21:00;31.6477;41.3023;62.6917;52.163;21.83;37.4;MANLLEU
25/05/2017 21:30;32.7227;37.6987;53.574;47.3883;21.13;39.1;MANLLEU
25/05/2017 22:00;39.443;39.8437;48.534;44.551;20.53;43.27;MANLLEU
25/05/2017 22:30;35.0903;40.0743;58.8897;47.365;19.7;46.2;MANLLEU
25/05/2017 23:00;40.7217;43.8217;84.084;59.766;18.93;49.57;MANLLEU
25/05/2017 23:30;36.638;41.735;56.2877;46.7723;18.0;51.9;MANLLEU
26/05/2017 00:00;35.4983;40.051;53.6247;44.9833;17.73;52.57;MANLLEU
26/05/2017 00:30;45.2637;46.502;95.0017;68.404;17.0;54.57;MANLLEU
