date,Sensor_O3,Temp,RelHum,RefSt
25/07/2017 23:00,168.2583,19.07,68.83,39.0
26/07/2017 00:00,113.6307,19.2,72.03,28.0
26/07/2017 01:00,61.2257,19.37,69.3,20.0
26/07/2017 02:00,47.7483,19.0,69.34,19.0
26/07/2017 03:00,60.4788,19.0,69.59,16.0
26/07/2017 04:00,41.8383,19.0,69.52,15.0
26/07/2017 05:00,68.5843,18.63,68.53,26.0
26/07/2017 06:00,62.9363,17.27,67.0,20.0
26/07/2017 07:00,78.4,17.47,65.47,22.0
26/07/2017 08:00,77.8117,21.9,50.17,34.0
26/07/2017 09:00,152.109,27.2,31.03,45.0
26/07/2017 10:00,156.6893,24.93,33.17,50.0
26/07/2017 11:00,236.9993,24.4,32.83,65.0
26/07/2017 12:00,294.1453,26.47,31.53,78.0
26/07/2017 13:00,397.738,30.9,29.4,94.0
26/07/2017 14:00,403.9223,31.7,28.93,102.0
26/07/2017 15:00,444.9763,34.13,27.83,103.0
26/07/2017 16:00,457.3663,33.1,28.0,104.0
26/07/2017 17:00,477.5337,30.2,29.73,117.0
26/07/2017 18:00,389.855,28.6,30.4,101.0
26/07/2017 19:00,311.9583,29.43,30.07,97.0
26/07/2017 20:00,361.064,26.23,31.9,92.0
26/07/2017 21:00,319.5143,23.5,42.5,78.0
26/07/2017 22:00,282.8547,21.97,47.8,70.0
26/07/2017 23:00,238.3333,21.0,52.33,63.0
27/07/2017 00:00,210.6533,20.3,57.57,54.0
27/07/2017 01:00,114.1477,19.97,62.17,28.0
27/07/2017 02:00,59.2383,19.0,61.5,22.0
27/07/2017 03:00,42.5833,18.0,68.0,11.0
27/07/2017 04:00,32.8247,18.0,66.33,8.0
27/07/2017 05:00,41.7857,18.0,67.53,9.0
27/07/2017 06:00,29.663,17.0,66.37,2.0
27/07/2017 07:00,29.014,17.33,68.2,4.0
27/07/2017 08:00,29.113,23.1,47.47,8.0
27/07/2017 09:00,32.1143,26.2,31.63,16.0
27/07/2017 10:00,82.9743,30.13,29.67,58.0
27/07/2017 11:00,345.302,27.17,31.0,94.0
27/07/2017 12:00,387.8063,29.53,30.07,106.0
27/07/2017 13:00,387.6676,34.14,27.59,117.0
27/07/2017 14:00,397.192,36.23,26.77,110.0
27/07/2017 15:00,352.343,37.9,25.87,108.0
27/07/2017 16:00,409.368,36.47,26.5,142.0
27/07/2017 17:00,428.0723,33.5,28.1,136.0
27/07/2017 18:00,353.4583,32.2,28.8,120.0
27/07/2017 19:00,349.756,30.5,29.53,113.0
27/07/2017 20:00,297.2013,29.83,30.0,103.0
27/07/2017 21:00,287.8093,27.03,31.4,91.0
27/07/2017 22:00,257.6967,25.5,44.2,89.0
27/07/2017 23:00,259.7014,24.0,48.0,78.0
28/07/2017 00:00,154.1803,24.0,50.0,61.0
28/07/2017 01:00,98.2157,23.47,42.33,44.0
28/07/2017 02:00,95.3497,22.13,51.4,51.0
28/07/2017 03:00,109.24,21.61,50.22,44.0
28/07/2017 04:00,48.0023,21.0,53.23,30.0
28/07/2017 05:00,105.9657,20.73,53.9,31.0
28/07/2017 06:00,34.6533,19.77,58.7,6.0
28/07/2017 07:00,28.1873,20.5,68.27,5.0
28/07/2017 08:00,32.195,26.93,31.3,14.0
28/07/2017 09:00,38.5597,30.14,29.79,29.0
28/07/2017 10:00,103.647,32.0,28.73,58.0
28/07/2017 11:00,232.2267,30.0,29.97,81.0
28/07/2017 12:00,188.483,31.57,29.0,95.0
28/07/2017 13:00,318.7497,33.23,28.07,111.0
28/07/2017 14:00,369.0033,34.53,27.47,120.0
28/07/2017 15:00,374.0113,35.73,27.0,126.0
28/07/2017 16:00,384.8207,34.43,27.73,132.0
28/07/2017 17:00,372.9637,33.93,28.0,131.0
28/07/2017 18:00,394.0027,32.17,28.53,123.0
28/07/2017 19:00,323.1147,31.63,29.0,102.0
28/07/2017 20:00,214.1013,29.0,30.27,76.0
28/07/2017 21:00,168.2693,25.4,32.0,61.0
28/07/2017 22:00,156.9293,24.0,45.33,55.0
28/07/2017 23:00,109.8137,24.0,36.83,44.0
29/07/2017 00:00,69.2897,22.93,48.2,28.0
29/07/2017 01:00,34.8907,22.0,47.5,14.0
29/07/2017 02:00,36.6217,21.57,51.43,14.0
29/07/2017 03:00,28.1588,21.0,59.94,5.0
29/07/2017 04:00,26.4657,20.0,60.0,2.0
29/07/2017 05:00,25.7803,19.0,65.63,2.0
29/07/2017 06:00,26.856,19.0,66.13,3.0
29/07/2017 07:00,28.1137,20.33,65.03,5.0
29/07/2017 08:00,27.3587,25.5,38.13,7.0
29/07/2017 09:00,35.1357,28.73,30.43,21.0
29/07/2017 10:00,60.6897,31.5,28.97,44.0
29/07/2017 11:00,186.3823,29.67,30.0,77.0
29/07/2017 12:00,322.509,32.03,28.97,100.0
29/07/2017 13:00,339.884,35.9,26.7,101.0
29/07/2017 14:00,360.0403,36.63,26.37,116.0
29/07/2017 15:00,425.3957,36.6,26.4,132.0
29/07/2017 16:00,422.7793,35.33,27.17,134.0
29/07/2017 17:00,395.0803,34.0,28.0,123.0
29/07/2017 18:00,381.374,33.0,28.0,113.0
29/07/2017 19:00,353.2947,31.43,29.0,102.0
29/07/2017 20:00,307.646,29.73,30.0,90.0
29/07/2017 21:00,276.8234,26.69,31.31,76.0
29/07/2017 22:00,193.4467,25.5,32.0,64.0
29/07/2017 23:00,75.6763,24.3,32.7,35.0
30/07/2017 00:00,53.0163,23.33,36.3,34.0
30/07/2017 01:00,40.5667,22.0,47.27,16.0
30/07/2017 02:00,32.0757,21.0,51.9,7.0
30/07/2017 03:00,30.682,20.0,52.6,7.0
30/07/2017 04:00,32.395,20.0,37.13,10.0
30/07/2017 05:00,29.2807,18.4,53.27,5.0
30/07/2017 06:00,30.1327,18.0,54.0,6.0
30/07/2017 07:00,31.3563,19.17,51.97,11.0
30/07/2017 08:00,36.962,25.97,31.77,20.0
30/07/2017 09:00,50.619,29.33,30.1,34.0
30/07/2017 10:00,65.8963,31.3,29.23,43.0
30/07/2017 11:00,174.416,31.57,29.13,74.0
30/07/2017 12:00,341.9423,34.5,27.5,92.0
30/07/2017 13:00,337.2923,37.47,26.0,101.0
30/07/2017 14:00,372.8787,37.77,26.0,120.0
30/07/2017 15:00,428.705,38.3,25.7,134.0
30/07/2017 16:00,449.066,36.57,26.53,130.0
30/07/2017 17:00,391.2757,35.53,27.0,118.0
30/07/2017 18:00,382.0645,34.21,27.79,111.0
30/07/2017 19:00,391.0817,33.1,28.0,106.0
30/07/2017 20:00,249.6077,31.47,29.0,89.0
30/07/2017 21:00,308.717,28.2,30.8,78.0
30/07/2017 22:00,148.4117,26.0,32.0,59.0
30/07/2017 23:00,81.6933,24.27,32.73,39.0
31/07/2017 00:00,83.8623,23.6,33.0,48.0
31/07/2017 01:00,64.107,22.57,33.43,31.0
31/07/2017 02:00,36.1433,21.0,34.7,21.0
31/07/2017 03:00,43.0637,21.0,34.0,27.0
31/07/2017 04:00,39.8663,20.07,49.73,15.0
31/07/2017 05:00,34.727,20.0,49.83,12.0
31/07/2017 06:00,28.685,19.57,45.27,10.0
31/07/2017 07:00,29.155,20.8,49.2,8.0
31/07/2017 08:00,33.3243,28.4,30.63,18.0
31/07/2017 09:00,56.3923,32.3,28.7,40.0
31/07/2017 10:00,134.4407,34.3,27.53,61.0
31/07/2017 11:00,195.2837,32.63,28.5,78.0
31/07/2017 12:00,291.4023,35.33,27.17,96.0
31/07/2017 13:00,326.116,37.77,26.0,108.0
31/07/2017 14:00,386.9477,38.77,25.23,115.0
31/07/2017 15:00,345.5193,40.83,24.2,116.0
31/07/2017 16:00,335.7993,38.97,25.27,117.0
31/07/2017 17:00,296.7537,37.0,26.0,111.0
31/07/2017 18:00,296.6817,36.63,26.37,103.0
31/07/2017 19:00,229.67,34.67,27.57,97.0
31/07/2017 20:00,237.0323,31.47,29.0,90.0
31/07/2017 21:00,208.1577,27.93,31.0,80.0
31/07/2017 22:00,183.451,26.2,31.8,74.0
31/07/2017 23:00,86.302,25.07,32.0,53.0
01/08/2017 00:00,114.4543,24.0,33.0,53.0
01/08/2017 01:00,113.4297,23.2,33.0,54.0
01/08/2017 02:00,71.7093,22.73,33.27,39.0
01/08/2017 03:00,69.1888,22.0,34.0,40.0
01/08/2017 04:00,50.7087,21.0,35.83,23.0
01/08/2017 05:00,34.3173,20.07,58.17,14.0
01/08/2017 06:00,36.2247,20.0,52.9,16.0
01/08/2017 07:00,27.8727,20.47,54.9,8.0
01/08/2017 08:00,38.823,25.93,31.8,32.0
01/08/2017 09:00,60.8357,30.57,29.53,37.0
01/08/2017 10:00,113.4347,30.43,29.5,63.0
01/08/2017 11:00,205.144,31.17,29.1,83.0
01/08/2017 12:00,282.3043,31.43,29.0,97.0
01/08/2017 13:00,291.0137,31.17,29.13,95.0
01/08/2017 14:00,268.491,31.6,28.93,98.0
01/08/2017 15:00,254.892,30.27,29.73,89.0
01/08/2017 16:00,247.8093,27.7,31.0,75.0
01/08/2017 17:00,204.6233,25.83,32.0,64.0
01/08/2017 18:00,128.2363,26.37,31.57,47.0
01/08/2017 19:00,109.953,25.0,32.0,45.0
01/08/2017 20:00,74.2367,26.1,31.73,43.0
01/08/2017 21:00,86.075,24.0,33.0,36.0
01/08/2017 22:00,43.1757,22.13,47.83,19.0
01/08/2017 23:00,34.3273,21.13,40.27,17.0
02/08/2017 00:00,36.9573,20.63,46.7,11.0
02/08/2017 01:00,28.4047,20.0,52.1,6.0
02/08/2017 02:00,44.5617,19.87,52.6,21.0
02/08/2017 03:00,34.5205,19.0,49.47,8.0
02/08/2017 04:00,27.3347,18.2,53.4,1.0
02/08/2017 05:00,25.036,18.0,56.27,1.0
02/08/2017 06:00,25.4123,18.0,60.67,1.0
02/08/2017 07:00,26.2813,18.23,66.0,2.0
02/08/2017 08:00,26.2967,24.97,36.2,5.0
02/08/2017 09:00,30.7703,29.03,30.33,15.0
02/08/2017 10:00,39.2703,30.23,29.6,32.0
02/08/2017 11:00,92.9047,29.73,29.9,51.0
02/08/2017 12:00,194.8557,35.0,27.3,89.0
02/08/2017 13:00,307.7547,40.67,24.47,106.0
02/08/2017 14:00,351.019,41.23,24.07,107.0
02/08/2017 15:00,420.9623,36.5,26.57,130.0
02/08/2017 16:00,384.1883,35.4,27.0,129.0
02/08/2017 17:00,366.7347,34.97,27.13,126.0
02/08/2017 18:00,408.4973,33.5,27.97,125.0
02/08/2017 19:00,398.667,32.17,28.6,111.0
02/08/2017 20:00,335.3993,30.8,29.2,96.0
02/08/2017 21:00,180.972,28.6,30.4,59.0
02/08/2017 22:00,55.8693,26.9,31.1,37.0
02/08/2017 23:00,63.909,25.63,32.0,51.0
03/08/2017 00:00,46.4613,24.13,34.0,30.0
03/08/2017 01:00,36.4047,24.0,41.1,27.0
03/08/2017 02:00,33.4823,23.0,46.37,18.0
03/08/2017 03:00,31.6953,22.0,49.76,20.0
03/08/2017 04:00,36.772,22.0,47.83,18.0
03/08/2017 05:00,28.571,21.63,48.3,9.0
03/08/2017 06:00,24.7373,21.0,51.3,3.0
03/08/2017 07:00,25.253,21.5,47.7,6.0
03/08/2017 08:00,27.5752,27.72,30.76,15.0
03/08/2017 09:00,35.664,29.7,30.1,28.0
03/08/2017 10:00,60.345,31.57,29.0,54.0
03/08/2017 11:00,161.5977,32.67,28.37,84.0
03/08/2017 12:00,280.379,36.8,26.27,110.0
03/08/2017 13:00,348.3047,41.47,24.07,106.0
03/08/2017 14:00,392.4347,40.43,24.6,125.0
03/08/2017 15:00,418.1807,39.9,24.63,132.0
03/08/2017 16:00,440.161,37.87,25.93,122.0
03/08/2017 17:00,439.257,36.0,27.0,116.0
03/08/2017 18:00,440.0723,35.63,27.0,114.0
03/08/2017 19:00,400.0747,34.77,27.23,112.0
03/08/2017 20:00,341.5047,32.57,28.43,97.0
03/08/2017 21:00,185.5267,30.0,30.0,81.0
03/08/2017 22:00,83.6213,28.07,30.93,57.0
03/08/2017 23:00,53.4727,26.7,31.3,50.0
04/08/2017 00:00,75.6057,25.67,32.0,52.0
04/08/2017 01:00,62.208,24.0,33.0,43.0
04/08/2017 02:00,46.055,23.37,33.0,34.0
04/08/2017 03:00,39.4925,22.0,34.0,29.0
04/08/2017 04:00,36.5337,21.17,46.1,18.0
04/08/2017 05:00,32.8203,20.9,52.97,13.0
04/08/2017 06:00,28.9437,20.0,58.57,9.0
04/08/2017 07:00,26.422,20.67,60.27,6.0
04/08/2017 08:00,31.9693,26.83,32.2,24.0
04/08/2017 09:00,45.3397,31.2,29.13,40.0
04/08/2017 10:00,102.927,32.1,28.7,74.0
04/08/2017 11:00,236.836,31.8,28.93,106.0
04/08/2017 12:00,326.5657,35.87,26.73,126.0
04/08/2017 13:00,382.562,40.97,24.07,131.0
04/08/2017 14:00,387.657,41.63,24.0,127.0
04/08/2017 15:00,432.4583,42.57,23.43,142.0
04/08/2017 16:00,518.822,40.5,24.43,177.0
04/08/2017 17:00,462.316,38.83,25.3,173.0
04/08/2017 18:00,382.4527,36.33,26.53,154.0
04/08/2017 19:00,349.7243,34.4,27.6,146.0
04/08/2017 20:00,373.2003,32.03,28.97,141.0
04/08/2017 21:00,367.9373,29.63,30.0,120.0
04/08/2017 22:00,289.8267,28.0,31.0,102.0
04/08/2017 23:00,119.8423,27.03,31.0,73.0
05/08/2017 00:00,71.2113,25.63,33.73,58.0
05/08/2017 01:00,76.763,24.5,37.47,55.0
05/08/2017 02:00,52.6893,24.0,37.03,42.0
05/08/2017 03:00,54.6233,23.67,33.47,47.0
05/08/2017 04:00,55.2037,22.57,40.23,33.0
05/08/2017 05:00,33.1777,21.83,48.83,27.0
05/08/2017 06:00,44.0197,21.2,50.5,21.0
05/08/2017 07:00,38.1473,21.83,49.0,26.0
05/08/2017 08:00,40.067,28.43,30.57,36.0
05/08/2017 09:00,61.3437,33.2,28.1,58.0
05/08/2017 10:00,102.7867,32.73,28.37,80.0
05/08/2017 11:00,301.5017,32.77,28.47,112.0
05/08/2017 12:00,358.382,36.03,26.9,124.0
05/08/2017 13:00,343.0547,41.03,24.17,124.0
05/08/2017 14:00,370.1823,40.6,24.43,129.0
05/08/2017 15:00,339.1793,41.7,23.9,126.0
05/08/2017 16:00,389.9147,39.67,24.8,135.0
05/08/2017 17:00,371.5713,36.27,26.73,132.0
05/08/2017 18:00,373.9223,36.1,26.9,131.0
05/08/2017 19:00,332.8567,34.03,27.87,128.0
05/08/2017 20:00,331.9372,30.41,29.59,115.0
05/08/2017 21:00,319.788,28.0,31.0,106.0
05/08/2017 22:00,327.0497,27.0,31.0,102.0
05/08/2017 23:00,318.9353,26.0,32.63,100.0
06/08/2017 00:00,320.9543,25.0,34.7,94.0
06/08/2017 01:00,247.0383,25.0,32.0,75.0
06/08/2017 02:00,156.1557,24.0,33.67,58.0
06/08/2017 03:00,120.13,23.0,47.22,53.0
06/08/2017 04:00,83.7647,22.43,42.87,43.0
06/08/2017 05:00,71.783,21.73,53.6,29.0
06/08/2017 06:00,40.734,21.8,54.1,22.0
06/08/2017 07:00,43.6493,21.63,57.23,22.0
06/08/2017 08:00,35.5627,22.9,62.17,20.0
06/08/2017 09:00,35.1,26.17,48.3,26.0
06/08/2017 10:00,44.7517,28.53,36.57,41.0
06/08/2017 11:00,133.271,29.6,30.0,76.0
06/08/2017 12:00,264.6287,32.1,28.7,99.0
06/08/2017 13:00,305.4217,36.3,26.53,107.0
06/08/2017 14:00,341.125,36.63,26.37,103.0
06/08/2017 15:00,324.7383,36.3,26.67,112.0
06/08/2017 16:00,370.023,33.9,27.87,122.0
06/08/2017 17:00,353.9737,32.7,28.3,117.0
06/08/2017 18:00,335.7307,30.67,29.47,106.0
06/08/2017 19:00,306.035,28.33,30.67,93.0
06/08/2017 20:00,261.7127,27.7,31.57,83.0
06/08/2017 21:00,242.6137,25.6,43.53,74.0
06/08/2017 22:00,198.571,25.0,44.03,69.0
06/08/2017 23:00,180.1827,24.0,46.2,58.0
07/08/2017 00:00,151.3547,23.67,49.8,53.0
07/08/2017 01:00,133.101,24.0,50.3,51.0
07/08/2017 02:00,111.085,24.0,50.87,40.0
07/08/2017 03:00,67.4071,22.0,53.0,33.0
07/08/2017 04:00,64.4617,22.0,58.8,30.0
07/08/2017 05:00,50.4907,21.0,61.63,28.0
07/08/2017 06:00,41.777,21.83,59.73,18.0
07/08/2017 07:00,40.6413,21.13,59.13,15.0
07/08/2017 08:00,31.92,27.97,36.4,16.0
07/08/2017 09:00,45.899,28.45,31.69,32.0
07/08/2017 10:00,134.5533,25.2,33.57,52.0
07/08/2017 11:00,219.2897,28.0,30.93,75.0
07/08/2017 12:00,248.5607,31.1,29.2,83.0
07/08/2017 13:00,296.0847,30.03,29.97,87.0
07/08/2017 14:00,312.9957,30.83,29.33,93.0
07/08/2017 15:00,279.8583,32.67,28.4,99.0
07/08/2017 16:00,332.8113,33.53,27.97,105.0
07/08/2017 17:00,325.6123,31.3,29.0,107.0
07/08/2017 18:00,344.6217,30.47,29.53,104.0
07/08/2017 19:00,356.722,29.53,30.1,101.0
07/08/2017 20:00,369.2557,27.43,31.0,92.0
07/08/2017 21:00,375.5227,25.73,32.0,85.0
07/08/2017 22:00,275.9377,24.37,32.63,69.0
07/08/2017 23:00,172.2963,24.0,40.03,60.0
08/08/2017 00:00,173.349,23.0,46.87,58.0
08/08/2017 01:00,93.3023,22.03,41.23,41.0
08/08/2017 02:00,70.5823,22.0,46.2,35.0
08/08/2017 03:00,63.3726,21.42,47.05,37.0
08/08/2017 04:00,118.5803,22.0,37.67,52.0
08/08/2017 05:00,116.6107,22.0,38.63,42.0
08/08/2017 06:00,106.1413,22.0,37.1,35.0
08/08/2017 07:00,65.925,22.0,41.97,34.0
08/08/2017 08:00,81.4263,23.4,34.07,41.0
08/08/2017 09:00,89.5203,28.77,30.47,45.0
08/08/2017 10:00,118.3913,29.77,29.87,56.0
08/08/2017 11:00,196.668,26.73,31.33,67.0
08/08/2017 12:00,229.468,26.6,31.53,71.0
08/08/2017 13:00,257.2033,27.4,31.1,77.0
08/08/2017 14:00,280.443,26.53,31.6,77.0
08/08/2017 15:00,268.8452,26.31,31.69,74.0
08/08/2017 16:00,270.596,26.13,31.87,77.0
08/08/2017 17:00,291.2667,27.53,31.0,81.0
08/08/2017 18:00,283.1913,27.77,30.9,76.0
08/08/2017 19:00,305.075,25.0,32.0,75.0
08/08/2017 20:00,276.5983,24.6,32.4,71.0
08/08/2017 21:00,294.871,22.0,33.97,67.0
08/08/2017 22:00,288.6843,21.0,34.0,64.0
08/08/2017 23:00,251.5707,20.13,34.87,52.0
09/08/2017 00:00,108.884,18.73,35.27,37.0
09/08/2017 01:00,71.7587,18.0,37.7,35.0
09/08/2017 02:00,102.7243,17.0,44.33,32.0
09/08/2017 03:00,61.3233,16.0,51.56,19.0
09/08/2017 04:00,45.1213,15.17,54.37,12.0
09/08/2017 05:00,42.759,15.0,55.87,9.0
09/08/2017 06:00,36.1063,14.73,59.37,4.0
09/08/2017 07:00,32.9727,14.7,59.17,3.0
09/08/2017 08:00,34.1387,24.1,32.77,10.0
09/08/2017 09:00,51.0487,27.37,30.93,29.0
09/08/2017 10:00,245.6167,23.93,32.8,57.0
09/08/2017 11:00,268.538,26.57,31.47,65.0
09/08/2017 12:00,443.18,27.79,30.97,81.0
09/08/2017 13:00,486.809,29.1,30.3,85.0
09/08/2017 14:00,468.2523,29.77,29.97,89.0
09/08/2017 15:00,443.339,27.73,30.97,90.0
09/08/2017 16:00,439.2867,26.07,31.8,90.0
09/08/2017 17:00,425.0187,22.23,33.77,84.0
09/08/2017 18:00,396.915,21.33,34.17,74.0
09/08/2017 19:00,315.128,18.3,46.5,60.0
09/08/2017 20:00,195.4617,17.27,47.53,50.0
09/08/2017 21:00,266.1267,16.3,55.9,49.0
09/08/2017 22:00,261.0253,16.0,60.73,51.0
09/08/2017 23:00,282.033,16.0,66.03,48.0
10/08/2017 00:00,208.9967,16.0,67.73,38.0
10/08/2017 01:00,168.1607,16.0,68.37,40.0
10/08/2017 02:00,186.161,16.0,69.0,37.0
10/08/2017 03:00,116.9992,15.85,71.0,24.0
10/08/2017 04:00,67.8667,15.37,69.6,16.0
10/08/2017 05:00,95.3307,15.47,69.57,26.0
10/08/2017 06:00,179.6097,13.0,64.2,30.0
10/08/2017 07:00,169.6773,13.0,59.57,28.0
10/08/2017 08:00,128.7607,13.73,54.3,24.0
10/08/2017 09:00,118.7167,17.4,36.3,31.0
10/08/2017 10:00,161.058,19.4,34.97,38.0
10/08/2017 11:00,149.2537,20.87,34.4,42.0
10/08/2017 12:00,281.8237,23.07,33.27,63.0
10/08/2017 13:00,339.0243,28.13,30.77,72.0
10/08/2017 14:00,418.609,29.1,30.2,81.0
10/08/2017 15:00,462.3743,31.53,29.07,87.0
10/08/2017 16:00,514.9213,28.93,30.3,88.0
10/08/2017 17:00,502.3867,27.53,31.1,90.0
10/08/2017 18:00,490.181,23.83,33.0,91.0
10/08/2017 19:00,486.1047,21.97,33.9,90.0
10/08/2017 20:00,447.1453,21.0,34.0,87.0
10/08/2017 21:00,463.3553,19.6,35.0,81.0
10/08/2017 22:00,306.4383,18.33,35.67,61.0
10/08/2017 23:00,315.059,18.0,36.0,59.0
11/08/2017 00:00,318.703,17.0,36.3,50.0
11/08/2017 01:00,107.9953,16.37,51.63,30.0
11/08/2017 02:00,152.299,16.0,51.0,37.0
11/08/2017 03:00,198.0586,15.0,53.0,34.0
11/08/2017 04:00,98.685,14.07,55.2,21.0
11/08/2017 05:00,71.6453,14.0,55.13,12.0
11/08/2017 06:00,55.736,15.0,55.37,15.0
11/08/2017 07:00,118.4963,15.0,47.13,37.0
11/08/2017 08:00,117.424,16.37,36.67,31.0
11/08/2017 09:00,142.3487,24.27,32.73,40.0
11/08/2017 10:00,238.167,20.53,34.47,51.0
11/08/2017 11:00,211.0663,22.2,33.77,63.0
11/08/2017 12:00,310.8763,25.03,32.37,76.0
11/08/2017 13:00,427.525,29.27,30.23,87.0
11/08/2017 14:00,512.936,30.23,29.77,94.0
11/08/2017 15:00,562.689,29.57,30.1,96.0
11/08/2017 16:00,586.5897,28.37,30.6,102.0
11/08/2017 17:00,537.8243,25.97,31.8,102.0
11/08/2017 18:00,462.639,24.87,32.43,93.0
11/08/2017 19:00,423.6627,22.9,33.27,83.0
11/08/2017 20:00,401.884,21.17,34.0,77.0
11/08/2017 21:00,363.941,19.37,35.0,71.0
11/08/2017 22:00,367.2927,19.0,35.6,65.0
11/08/2017 23:00,272.6497,18.0,37.7,54.0
,381.8898,25.361853,31.921343,81.76073
,47.495438,21.56316,36.50587,20.960855
,88.44384,24.02048,32.661743,42.230354
,31.621351,19.858849,55.995354,12.354025
,255.52377,31.866842,28.394976,79.60138
,525.4419,27.284046,30.79742,97.63037
,474.34113,28.930872,30.02771,103.11608
,203.16168,22.080301,46.55973,54.134655
,315.61792,28.728544,30.175417,86.175865
,371.11526,31.885902,28.477526,96.76263
,340.04227,24.886621,32.267864,80.77083
,471.69583,26.940878,31.054092,88.987686
,105.55686,23.685907,50.74037,40.37452
,114.73426,27.00199,31.324556,54.902805
,488.2862,31.28327,29.214352,125.055244
,422.91928,25.75135,31.790651,81.58639
,478.66437,24.086246,32.58526,85.83924
,293.43542,20.26283,54.60439,57.867687
,166.98116,18.160933,35.400818,45.06744
,174.27554,29.49335,29.83568,63.919975
,506.56473,24.767746,32.30361,87.24777
,437.5906,34.172024,27.337698,115.8561
,41.333523,21.418371,45.33943,15.473172
,383.5931,32.572983,28.132263,102.716156
,122.31353,22.03997,49.24063,41.041443
,53.62891,16.261536,44.29274,16.571487
,250.38924,21.718807,51.364986,57.778454
,394.2811,33.13317,27.794186,101.842865
,34.752914,19.994429,56.791355,15.005055
,408.16507,24.716894,32.31962,79.097786
,29.730726,19.695402,66.88643,8.029073
,100.25998,17.484621,38.483658,34.132946
,466.8051,33.181915,27.791876,129.84998
,492.83603,25.279821,31.876066,87.624306
,64.04908,24.804564,32.151997,31.28374
,92.536934,19.236258,35.27327,41.06008
,434.40097,33.04188,28.001534,119.80623
,475.04944,29.681295,29.86777,119.498764
,505.15298,31.590092,28.688265,144.31564
,48.020374,21.52532,36.259224,20.55482
,76.96493,25.883757,31.760347,37.41657
,27.059046,18.367022,72.91917,2.5701225
,167.7392,22.574608,46.578243,52.764862
,283.5694,25.103645,32.223236,74.81513
,138.43268,28.124937,30.607435,58.793198
,30.782747,19.159966,55.9518,9.715436
,57.39877,21.298693,58.341347,21.814127
,60.36241,22.129896,33.746647,27.796406
,292.44388,20.749287,60.59117,64.45873
,596.51056,30.171625,29.644802,160.04231
,412.2771,23.742065,32.848312,79.092
,70.567566,25.434937,32.107327,36.93504
,379.85013,22.205074,33.561127,68.720665
,28.050077,18.150084,74.05189,3.359584
,43.291336,16.737257,52.485744,12.262887
,357.009,28.528883,30.36842,92.916336
,142.98927,29.10235,30.136385,61.367237
,380.09885,30.009375,29.378891,100.25009
,67.57675,15.871996,43.22571,20.695097
,153.81737,25.20624,46.608047,54.54622
,64.938675,23.553148,32.75171,32.73416
,80.61049,17.131258,38.038544,30.467588
,74.81145,23.919153,32.689972,38.865433
,497.5825,33.341595,27.919102,141.11679
,428.89352,33.88494,27.556175,116.03688
,252.05928,20.396446,53.76147,56.07786
,91.12753,22.063848,46.903706,39.83591
,380.43124,30.222113,29.489674,101.32364
,342.64597,24.889484,32.33968,82.86029
,277.57605,19.143986,54.545288,55.032032
,71.73813,25.361275,32.06595,39.180817
,401.60715,30.007114,29.716082,104.10782
,419.88766,26.956175,31.064922,89.139435
,392.276,30.066204,29.64105,106.33189
,43.794247,19.245485,43.208164,14.542142
,415.6377,34.02174,27.14748,106.29978
,33.19908,17.889963,55.98169,8.634783
,28.582647,19.766796,69.448784,7.1443663
,31.331749,18.473356,59.13337,7.475682
,438.65488,28.383165,30.254944,99.2744
,478.22998,24.789846,32.441757,87.14986
,305.04507,22.364113,58.120693,71.871796
,30.353977,19.13583,61.29649,7.6557765
,358.4779,28.870687,30.026445,93.906075
,30.743864,18.125156,55.421913,7.8537645
,75.00025,22.298681,50.60374,32.81865
,32.434597,18.815554,65.12249,7.4616814
,287.19666,20.29288,58.754128,61.104076
,410.57776,32.131744,28.173306,109.4546
,435.66724,27.90268,30.57144,93.16716
,64.19062,22.103579,53.70223,28.814241
,325.34125,19.686125,57.572025,62.868
,347.41998,28.541677,30.343374,93.58414
,385.24362,31.01813,28.977457,102.03092
,30.300867,19.436167,67.21739,6.9112897
,467.87915,34.198704,27.390707,126.33288
,85.67821,22.415773,46.69362,38.887684
,28.377943,18.704489,60.370678,6.6466303
,243.74493,23.9611,51.910442,64.98689
,385.33588,30.3929,29.24815,103.01082
,26.713947,18.266502,73.993965,1.2725152
,77.98389,22.01755,49.556652,35.15211
,375.8213,21.721718,35.1261,67.297554
,428.0758,31.364025,28.835861,112.961235
,400.92548,26.34012,31.338257,85.914635
,114.447014,22.508211,33.438213,48.861996
,450.79388,33.877663,27.496473,118.42064
,443.309,25.320662,32.04832,81.11628
,265.77515,24.16282,32.67398,72.433914
,389.1182,31.12366,28.8702,105.08348
,281.9404,20.440683,55.21916,59.52586
,346.11234,26.13465,31.568304,84.933716
,547.54175,30.656778,29.30614,135.83961
,73.855705,18.544394,46.82521,27.65024
,410.326,29.47954,29.753225,102.55594
,210.50641,20.9457,34.461586,55.34794
,434.09686,32.019318,28.402203,118.86147
,432.68246,29.99089,29.697418,110.71479
,414.25223,22.785265,33.354897,74.27097
,60.19522,17.353493,48.81107,20.222551
,72.87947,25.517277,31.976858,36.58617
,510.6608,25.30218,32.113384,88.24617
,44.78227,17.285557,48.694283,13.197049
,481.73956,26.499775,31.287157,96.064255
,413.24496,32.646755,28.34462,112.55214
